<TF-IDF, TF, IDF, URI>
0.00088168984271 0.000133564845733 6.60121185237 http://market-ticker.org/akcs-www?post=229428/
0.00215233513282 0.00032605151614 6.60121185237 http://www.seattlepi.com/
0.00230569746852 0.000349283967866 6.60121185237 http://www.philly.com/
0.00248726897226 0.000376789751319 6.60121185237 http://www.huffingtonpost.com/_slideshows/helpers/twitter_card.php?slideshow=369346&slide=4241444&site=@healthyliving&entry_url=http://www.huffingtonpost.com/2014/09/19/panic-attacks-ptsd-david-moody_n_5838914.html%23slide%3d4241444/
0.00248961412497 0.000377145012257 6.60121185237 http://www.entretiempo.com.co/
0.00365920834388 0.000554323725055 6.60121185237 http://www.booking.com/
0.0036755077129 0.000556792873051 6.60121185237 http://www.ebay.de/sch/i.html?_lncat=0&_from=r40&_sacat=0&_okw=&_oexkw=&_adv=1&_udlo=&_udhi=&lh_paypal=1&_ftrt=901&_ftrv=1&_sabdlo=&_sabdhi=&_samilow=&_samihi=&lh_sale_currency=0&_fss=1&_sas=&clk_rvr_id=502353827388%7c700092428591&_nkw=acme+supreme+juicerator&lh_prefloc=2&_arm=1&_armm=63&_ruu=http%3a%2f%2fwww.ebay.de%2fsch%2fi.html%3f_lncat%3d0%26_from%3dr40%26_sacat%3d0%26_okw%3d%26_oexkw%3d%26_adv%3d1%26_udlo%3d%26_udhi%3d%26lh_paypal%3d1%26_ftrt%3d901%26_ftrv%3d1%26_sabdlo%3d%26_sabdhi%3d%26_samilow%3d%26_samihi%3d%26_sadis%3d200%26_fpos%3d%26lh_sale_currency%3d0%26_fss%3d1%26_sas%3d%26clk_rvr_id%3d502353827388%257c700092428591%26_nkw%3dacme%2bsupreme%2bjuicerator%26_arr%3d1/
0.00371063060841 0.000562113546936 6.60121185237 http://news.google.com/
0.00377859865619 0.000572409845449 6.60121185237 http://thecpb.com/
0.00494843467194 0.000749625187406 6.60121185237 http://www.solidverbal.com/2014/09/21/week-4-recap-921/
